"","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","welcome","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","MTurkCode","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE"
"434","2018-09-10 06:52:06","2018-09-10 07:02:48","0","198.255.236.232",100,642,"1","2018-09-10 07:02:49","R_3n9iMPTUR1kHB8L","","","","","43.658905029297","-70.261497497559","anonymous","EN","","1",5,3,1,4,3,5,4,2,2,4,5,1,4,3,2,4,3,2,4,2,2,4,3,5,4,2,3,5,2,2,"5.99","126.144","127.729","41",2,3,3,3,4,3,4,2,2,4,2,"8.368","63.192","66.451","13","1","21.067","50.71","57.796","4","5.017","12.004","23.003","4","30","17.193","17.193","19.113","1","70","17.328","22.064","23.512","2","","","","","",5,5,4,"0",3,1,3,1,2,"","female","",33,"english","","white","","71","","0","graddegree","$100K-$250K","0","","Control","124601603",70,23.512,2,3.4,3.83333333333333,3.41666666666667,3.08333333333333,3,3,3,4,4,4,4,4,3,4,3,2,0.3,0.166666666666667,1.35606060606061,1.71969696969697,-0.433333333333334,-0.353027630805409,0.0899470899470898,0.442974720752499,-0.442117510180338,-1.25729713952131,0.601019941759668,0.216269168573771,-1.1132306566906,-0.385221319834458,-1.39868090597368,-0.547888283179883,"hiprev","hiprom","loass","loloc",0,0.109588779049425,0.703378560975473,0.53911437404118,-0.396496518054335,-1
"435","2018-09-10 06:55:27","2018-09-10 07:02:54","0","71.91.133.66",100,446,"1","2018-09-10 07:02:54","R_2frkKi44W38Sbsp","","","","","33.517593383789","-86.946701049805","anonymous","EN","","1",5,4,3,5,6,6,2,4,2,5,4,5,5,3,4,4,2,5,4,2,4,5,5,6,2,5,1,3,4,5,"0.778","138.757","140.624","97",4,3,3,4,2,5,2,4,4,3,4,"0.988","17.296","17.661","52","1","0.67","1.4","19.022","4","1.962","2.6","2.769","3","30","0.541","11.918","12.622","20","20","1.729","5.1","6.44","5","","","","","",3,3,5,"0",4,2,1,4,2,"none","male","",25,"english","","white","","3","","1","graddegree","$20K-$40K","0","","Control","487585080",20,6.44,5,2,2.33333333333333,3.75,3.58333333333333,3,2,1,2,2,2,2,3,2,6,2,1,0.5,0.266666666666667,2.38636363636364,2.08333333333333,-0.333333333333333,-0.253027630805409,-1.31005291005291,-1.0570252792475,-0.108784176847004,-0.757297139521307,1.65995983914575,0.988053260346834,-0.357898454113614,-1.96073323466303,0.818096378965737,-0.547888283179883,"loprev","loprom","loass","loloc",0,-1.59612833486105,-1.67840033528056,-0.891322311458372,-0.284183349493065,-1
"436","2018-09-10 06:50:05","2018-09-10 07:03:05","0","184.15.191.27",100,780,"1","2018-09-10 07:03:06","R_1EhbX618Lf2bfJa","","","","","39.284393310547","-80.230697631836","anonymous","EN","","1",4,2,5,5,5,5,2,3,5,3,5,2,5,3,6,5,1,2,6,6,2,5,1,5,5,2,1,3,2,4,"4.637","215.306","216.915","40",5,3,3,5,3,5,2,5,5,1,3,"8.863","88.463","89.65","22","1","1.075","1.075","53.928","1","1.509","1.509","29.435","1","30","0.813","39.259","40.918","3","80","0.829","25.912","27.661","5","","","","","",2,5,5,"0",3,1,2,1,1,"","female","",30,"english","","white","","102","","0","graddegree","$20K-$40K","0","","Control","89829167",80,27.661,5,1.8,1.83333333333333,4.91666666666667,3.58333333333333,3,1,1,1,1,1,3,5,4,6,2,2,1.2,0.966666666666667,1.35606060606061,1.90151515151515,-0.0333333333333332,0.0469723691945915,-1.51005291005291,-1.5570252792475,1.05788248981966,-0.757297139521307,1.65995983914575,0.216269168573771,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","loprom","hiass","loloc",0,-1.83980220827683,-2.47232663403257,0.82520171114109,0.0527561561907434,-1
"437","2018-09-10 06:46:48","2018-09-10 07:03:11","0","190.124.31.23",100,983,"1","2018-09-10 07:03:12","R_1rrBHBGCdtXAuBJ","","","","","8","-66","anonymous","EN","","1",4,3,4,4,4,3,4,3,3,4,4,3,4,3,3,4,4,3,4,4,4,4,4,1,3,1,4,3,1,3,"11.948","103.144","105.766","34",3,1,5,1,5,3,5,3,3,5,4,"18.803","105.104","107.049","12","1","0","0","169.892","0","0","0","12.295","0","30","92.026","92.026","187.602","1","30","31.25","31.25","32.705","1","","","","","",4,5,4,"0",3,3,5,3,4,"very interesting to invest in bitcoin","male","",30,"english","","white","","12","","1","graddegree","$100K-$250K","0","","Control","670196907",30,32.705,1,4.2,3.83333333333333,3.5,3.58333333333333,5,5,3,3,3,3,2,4,3,3,3,6,1.2,1.76666666666667,0.272727272727273,1.35606060606061,0.366666666666667,0.446972369194591,0.88994708994709,0.442974720752499,-0.358784176847004,-0.757297139521307,0.601019941759668,0.216269168573771,0.397433748463374,1.19029059499411,0.0791706173192649,0.925322433814912,"hiprev","hiprom","loass","loloc",0,1.08428427271255,0.703378560975473,-0.605234974358462,0.502008830435821,-1
"438","2018-09-10 06:58:47","2018-09-10 07:03:13","0","172.241.170.202",100,265,"1","2018-09-10 07:03:13","R_295gtWRMpoNtkYV","","","","","32.782501220703","-96.820701599121","anonymous","EN","","1",5,4,5,6,5,4,5,6,5,4,3,4,5,6,5,4,4,5,6,5,4,5,6,5,5,4,5,6,5,4,"1.357","28.794","30.96","30",3,4,3,3,3,3,4,3,4,3,3,"2.439","25.29","26.407","11","1","0","0","3.075","0","0","0","4.286","0","30","11.413","25.248","25.634","4","75","27.558","27.558","28.305","1","","","","","",3,4,3,"1",NA,NA,NA,NA,NA,"this survey was really very nice","male","",29,"english","","black","","96","","0","doctorate","$70K-$100K","1","1","Control","940331536",75,28.305,1,2.8,3,4.16666666666667,4.58333333333333,2,3,3,3,3,2,3,3,3,2,2,2,0.2,0.4,1.42424242424242,1.90151515151515,-0.2,-0.119694297472075,-0.51005291005291,-0.390358612580835,0.307882489819663,0.242702860478692,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",0,-0.621432841197919,-0.619831936944544,0.682158042591135,-0.134432458078039,-1
"439","2018-09-10 06:45:49","2018-09-10 07:03:16","0","50.49.216.80",100,1046,"1","2018-09-10 07:03:16","R_3hoUF2PDLxnigHh","","","","","41.487106323242","-74.343299865723","anonymous","EN","","1",5,2,3,5,5,4,3,4,3,3,3,1,3,3,5,4,2,3,3,5,3,2,3,2,4,1,2,4,4,3,"8.288","353.053","355.125","37",3,1,5,3,4,3,3,3,3,2,3,"14.954","136.949","139.903","13","1","0","0","72.599","0","0","0","22.045","0","30","35.623","35.623","38.714","1","50","25.529","53.487","57.412","3","","","","","",5,5,3,"0",4,3,3,1,1,"none","female","",48,"english","","white","","83","","0","somecollege","$70K-$100K","0","","Control","692471067",50,57.412,3,3.6,3.16666666666667,3.75,4.16666666666667,5,3,3,3,3,3,3,5,4,5,4,5,0.8,0.966666666666667,1.11363636363636,0.515151515151515,0.433333333333334,0.513639035861258,0.28994708994709,-0.223691945914168,-0.108784176847004,-0.173963806187974,-0.457919955626414,0.988053260346834,0.397433748463374,-0.385221319834458,-1.39868090597368,-1.28449364167728,"hiprev","loprom","loass","loloc",0,0.353262652465207,-0.355189837360541,-0.033060300158641,0.576884276143334,-1
"440","2018-09-10 06:55:33","2018-09-10 07:03:16","0","131.93.91.79",100,463,"1","2018-09-10 07:03:16","R_3CNj7eEtJZ64V0Z","","","","","44.168304443359","-88.110496520996","anonymous","EN","","1",5,2,4,4,5,3,2,4,3,4,3,1,3,3,4,4,3,3,4,3,3,2,2,2,3,2,2,5,4,4,"5.901","113.924","115.301","33",3,3,4,2,4,2,4,3,2,4,2,"8.345","44.082","45.254","21","1","5.672","30.805","32.573","2","3.153","3.153","9.819","1","30","3.613","28.833","30.219","3","","","","","","100","11.815","19.553","21.11","2",5,4,4,"1",NA,NA,NA,NA,NA,"Thank you for the chance to contribute!","male","",48,"english","","white","","103","","0","associates","$100K-$250K","0","","CF Loss","400173563",100,21.11,2,3.6,3.83333333333333,3.41666666666667,4.16666666666667,3,4,4,3,3,4,4,5,3,5,4,5,0.3,0.166666666666667,0.992424242424242,0.515151515151515,-0.233333333333333,-0.153027630805409,0.28994708994709,0.442974720752499,-0.442117510180338,-0.173963806187974,0.601019941759668,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","loloc",1,0.353262652465207,0.703378560975473,1.39737638534091,-0.171870180931796,1
"441","2018-09-10 06:55:19","2018-09-10 07:03:16","0","172.98.175.143",100,476,"1","2018-09-10 07:03:17","R_3FKid5nKEl357sJ","","","","","29.770202636719","-95.362800598145","anonymous","EN","","1",6,5,6,5,5,6,5,6,6,5,4,5,6,5,4,5,6,5,6,6,5,6,6,5,6,5,4,5,6,5,"4.72","63.905","117.443","34",4,3,5,4,3,4,5,3,4,5,4,"14.07","44.573","47.506","11","1","0","0","4.943","0","0","0","3.098","0","30","3.928","38.756","40.613","6","","","","","","85","5.697","6.241","8.19","2",3,2,3,"1",NA,NA,NA,NA,NA,"this survey is very good","female","",38,"english","","black","","96","","0","graddegree","$70K-$100K","1","1","CF Loss","639424431",85,8.19,2,2.6,3.5,4.58333333333333,4.83333333333333,3,2,2,3,2,2,2,2,2,3,1,2,0.3,2.7,2.4469696969697,2.6969696969697,-0.9,-0.819694297472075,-0.71005291005291,0.109641387419165,0.724549156486329,0.492702860478692,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","hiass","hiloc",1,-0.865106714613701,0.174094361807466,0.968245379691045,-0.920624638006925,1
"442","2018-09-10 06:59:16","2018-09-10 07:03:18","0","192.3.231.149",100,242,"1","2018-09-10 07:03:19","R_1lfB6UgYmHwdsv0","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",3,4,4,4,5,5,3,4,2,4,4,2,2,4,4,5,2,3,4,3,3,4,5,5,2,4,3,3,4,5,"0.027","29.811","31.37","60",2,2,2,2,1,2,1,2,3,2,1,"1.416","26.507","29.162","12","1","0","0","3.659","0","0","0","3.72","0","30","3.372","36.151","37.567","22","31","6.151","7.104","8.938","5","","","","","",2,2,4,"1",NA,NA,NA,NA,NA,"good","female","",27,"english","","hispanic","","96","","1","graddegree","$70K-$100K","1","1","Control","19903381",31,8.938,5,3.4,2.83333333333333,3.66666666666667,3.66666666666667,4,4,4,4,4,3,5,3,3,4,5,2,1.8,2.16666666666667,0.787878787878788,1.15151515151515,0.566666666666666,0.646972369194591,0.0899470899470898,-0.557025279247501,-0.192117510180338,-0.673963806187974,0.601019941759668,NA,NA,NA,NA,NA,"hiprev","loprom","loass","loloc",0,0.109588779049425,-0.884474036528547,-0.576626240648471,0.72663516755836,-1
"443","2018-09-10 06:45:20","2018-09-10 07:03:21","0","98.228.214.29",100,1080,"1","2018-09-10 07:03:21","R_2EhtOuWihAnS4c9","","","","","42.113006591797","-87.980697631836","anonymous","EN","","1",6,2,5,5,6,5,4,5,6,2,3,1,2,5,5,6,5,2,5,6,5,4,2,1,5,2,1,6,4,5,"3.039","403.663","404.517","33",2,1,3,2,4,3,5,1,4,4,1,"34.978","140.868","142.942","11","1","0","0","56.297","0","0","0","45.477","0","30","28.221","28.221","29.192","1","","","","","","100","10.817","10.817","11.458","1",4,5,5,"0",1,1,1,1,1,"","male","",33,"english","","white","","65","","0","graddegree","$40K-$70K","0","","CF Loss","164954442",100,11.458,1,4.2,3.83333333333333,4.91666666666667,5.33333333333333,5,4,3,5,4,2,5,5,5,6,5,6,0.7,1.36666666666667,0.810606060606061,0.424242424242424,0.366666666666667,0.446972369194591,0.88994708994709,0.442974720752499,1.05788248981966,0.992702860478692,1.65995983914575,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",1,1.08428427271255,0.703378560975473,1.39737638534091,0.502008830435821,1
"444","2018-09-10 06:57:36","2018-09-10 07:03:23","0","184.170.76.155",100,346,"1","2018-09-10 07:03:23","R_2h1nz9WUd8ShEjf","","","","","37.103500366211","-80.420700073242","anonymous","EN","","1",6,5,6,6,6,2,4,6,1,3,5,1,1,6,1,6,4,2,3,4,6,2,6,1,6,1,5,6,6,1,"0","0","100.812","0",2,3,4,3,4,3,4,3,1,4,1,"26.717","26.717","41.329","1","1","72.352","72.352","73.094","1","1.371","1.371","3.834","1","30","5.5","8.255","9.062","2","","","","","","100","5.076","7.27","7.5","2",5,5,3,"1",NA,NA,NA,NA,NA,"No comments necessary.","male","",28,"english","","white","","100","","0","associates","$40K-$70K","0","","CF Loss","505909435",100,7.5,2,3.2,4.33333333333333,2.58333333333333,6,3,3,3,3,4,5,5,2,4,2,6,6,0.2,0.266666666666667,1.90151515151515,0,-1.13333333333333,-1.05302763080541,-0.11005291005291,0.942974720752498,-1.27545084351367,1.65936952714536,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","loass","hiloc",1,-0.134085094366356,1.49730485972748,1.39737638534091,-1.18268869798322,1
"445","2018-09-10 06:45:20","2018-09-10 07:03:27","0","172.8.215.163",100,1086,"1","2018-09-10 07:03:28","R_23gzHPQX4YMIIrP","","","","","41.148193359375","-81.473602294922","anonymous","EN","","1",6,3,4,6,5,4,5,5,3,5,5,1,4,2,2,6,2,1,2,3,4,3,3,4,5,5,3,6,4,3,"5.448","160.445","163.281","31",3,4,4,5,4,5,5,3,3,2,1,"9.317","83.973","86.083","15","1","8.153","18.604","86.46","4","3.204","13.132","40.462","3","30","37.232","67.143","70.84","4","","","","","","100","48.472","48.472","51.66","1",5,5,4,"0",3,2,4,3,1,"","female","",52,"english","","white","","87","","0","associates","$70K-$100K","0","","CF Loss","887653475",100,51.66,1,2.2,3.66666666666667,3.33333333333333,4.75,2,1,1,3,3,3,5,4,2,4,3,3,1.7,1.46666666666667,1.15151515151515,1.29545454545455,-1.46666666666667,-1.38636096413874,-1.11005291005291,0.276308054085832,-0.525450843513671,0.409369527145359,0.601019941759668,0.216269168573771,-0.357898454113614,0.402534637579827,0.0791706173192649,-1.28449364167728,"loprev","hiprom","loass","hiloc",1,-1.35245446144526,0.438736461391469,1.39737638534091,-1.55706592652079,1
"446","2018-09-10 06:58:43","2018-09-10 07:03:30","0","98.213.21.48",100,287,"1","2018-09-10 07:03:31","R_4MgiEg8ESdZzYAx","","","","","41.383193969727","-89.146102905273","anonymous","EN","","1",2,1,2,6,1,4,4,5,5,5,5,1,6,1,5,4,2,2,5,5,1,1,1,5,5,2,1,5,5,4,"1.635","88.591","89.328","35",4,4,3,3,3,3,2,4,3,1,4,"24.259","49.601","50.621","15","1","19.154","21.446","24.257","3","17.857","17.857","22.323","1","30","1.892","6.212","6.913","2","0","5.891","5.891","9.064","1","","","","","",5,5,3,"0",5,5,5,5,5,"","male","",29,"english","","white","","65","","0","somecollege","$20K-$40K","0","","Control","653863683",0,9.064,1,2.6,2.16666666666667,4.33333333333333,3.25,2,3,3,2,2,3,2,6,2,6,1,2,0.3,0.566666666666667,2.24242424242424,3.65909090909091,0.433333333333334,0.513639035861258,-0.71005291005291,-1.22369194591417,0.474549156486329,-1.09063047285464,-0.457919955626414,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","loprom","hiass","loloc",0,-0.865106714613701,-1.94304243486456,-1.46349698565819,0.576884276143334,-1
"447","2018-09-10 06:52:54","2018-09-10 07:03:31","0","172.245.210.169",100,636,"1","2018-09-10 07:03:31","R_2YfH5J0y0UMOMOZ","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",4,5,5,5,5,5,5,5,5,6,6,5,4,5,5,5,5,6,6,5,6,6,6,6,6,5,5,6,6,6,"3.124","54.467","54.874","61",3,3,3,3,3,3,3,3,3,4,3,"1.301","76.535","78","27","1","0.046","0.046","4.634","1","0.071","0.071","3.487","1","30","0.073","19.029","21.228","12","78","6.067","7.606","8.732","4","","","","","",4,3,1,"1",NA,NA,NA,NA,NA,"no thanks","male","",28,"english","","white","","8","","1","doctorate","$500K+","0","","Control","770109788",78,8.732,4,3,3.16666666666667,4.5,4.75,3,3,3,3,3,3,3,2,1,2,3,1,0,0.166666666666667,3.18181818181818,2.20454545454545,-0.166666666666667,-0.0863609641387418,-0.31005291005291,-0.223691945914168,0.641215823152996,0.409369527145359,-2.57579975039858,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",0,-0.377758967782138,-0.355189837360541,0.767984243721108,-0.0969947352242825,-1
"449","2018-09-10 06:55:25","2018-09-10 07:03:33","0","165.225.36.110",100,487,"1","2018-09-10 07:03:34","R_6Rmj41pMRW0wdWx","","","","","43.666702270508","-79.416702270508","anonymous","EN","","1",5,3,4,5,5,3,4,4,4,5,4,2,5,4,4,4,3,2,4,5,4,5,2,2,4,3,1,5,4,4,"4.537","190.982","193.045","33",1,2,4,3,4,3,3,2,2,4,3,"7.412","68.203","69.557","13","1","0","0","10.496","0","0","0","10.999","0","30","9.168","9.168","10.422","1","","","","","","80","16.654","16.654","18.073","1",5,4,4,"0",2,1,2,3,3,"None, thank you.","male","",51,"english","","white","","65","","0","associates","$100K-$250K","0","","CF Loss","623271409",80,18.073,1,3.6,3.83333333333333,4.08333333333333,4.25,4,3,3,4,5,4,3,4,2,6,2,5,0.3,0.566666666666667,0.992424242424242,0.75,-0.233333333333333,-0.153027630805409,0.28994708994709,0.442974720752499,0.224549156486329,-0.0906304728546408,0.601019941759668,-0.555514923199293,-1.1132306566906,-1.17297727724874,0.0791706173192649,0.188717075317515,"hiprev","hiprom","hiass","loloc",1,0.353262652465207,0.703378560975473,0.82520171114109,-0.171870180931796,1
"450","2018-09-10 06:56:30","2018-09-10 07:04:03","0","204.184.29.222",100,452,"1","2018-09-10 07:04:03","R_3K6mAOjUPRENnJ7","","","","","38.510498046875","-90.636497497559","anonymous","EN","","1",5,4,2,6,6,1,4,6,2,4,4,1,3,1,1,6,1,1,2,1,4,1,1,1,5,1,4,6,6,2,"3.694","99.635","100.837","33",1,3,5,3,4,3,5,3,1,5,1,"5.387","37.957","39.321","15","1","0","0","25.5","0","0","0","22.243","0","30","9.817","12.814","13.253","2","","","","","","100","10.535","10.535","18.134","1",5,5,3,"1",NA,NA,NA,NA,NA,"","male","",34,"english","","white","","105","","0","graddegree","$100K-$250K","0","","CF Loss","423635431",100,18.134,1,3.2,5,2.25,5.16666666666667,3,3,3,3,5,5,5,3,3,3,4,6,0.2,0,1.29545454545455,1.60606060606061,-1.8,-1.71969429747208,-0.11005291005291,1.60964138741917,-1.608784176847,0.826036193812026,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","loass","hiloc",1,-0.134085094366356,2.5558732580635,1.39737638534091,-1.93144315505835,1
"451","2018-09-10 06:56:05","2018-09-10 07:04:07","0","192.3.231.206",100,482,"1","2018-09-10 07:04:07","R_1KpPb572kXeZ8Lk","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",4,5,4,4,5,4,4,5,4,5,4,5,5,4,5,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,"1.222","39.283","43.67","38",2,3,2,3,4,2,2,3,4,2,2,"2.607","67.004","69.053","14","1","0","0","3.275","0","0","0","2.874","0","30","5.58","8.935","11.213","3","71","5.185","59.892","61.443","11","","","","","",4,3,4,"0",3,3,3,3,3,"good","male","",35,"english","","white","","96","","0","doctorate","$70K-$100K","0","","Control","983690297",71,61.443,11,3.4,2.66666666666667,3.66666666666667,4.16666666666667,3,3,4,3,4,2,4,2,2,3,2,2,0.3,1.06666666666667,0.787878787878788,1.24242424242424,0.733333333333333,0.813639035861258,0.0899470899470898,-0.723691945914168,-0.192117510180338,-0.173963806187974,0.601019941759668,0.216269168573771,0.397433748463374,-0.385221319834458,0.0791706173192649,0.188717075317515,"hiprev","loprom","loass","loloc",0,0.109588779049425,-1.14911613611255,0.567723107751171,0.913823781827143,-1
"452","2018-09-10 06:47:24","2018-09-10 07:04:09","0","69.207.210.156",100,1005,"1","2018-09-10 07:04:09","R_2DNYkB06UoryvKw","","","","","42.486694335938","-75.039703369141","anonymous","EN","","1",5,1,4,5,5,2,3,4,3,4,2,1,2,1,5,5,2,2,2,3,5,2,2,1,5,1,2,4,4,3,"7.074","182.491","188.869","33",3,3,4,2,4,3,4,2,2,3,1,"6.518","94.416","96.162","13","1","0","0","44.207","0","0","0","11.603","0","30","27.091","27.091","28.506","1","","","","","","50","25.036","33.339","34.221","2",5,5,3,"1",NA,NA,NA,NA,NA,"","female","",38,"english","","white","","83","","0","somecollege","$20K-$40K","0","","CF Loss","560793685",50,34.221,2,3.6,3.83333333333333,3.25,4.75,3,4,3,4,3,4,5,6,3,5,5,6,0.3,0.566666666666667,1.84090909090909,0.386363636363636,-0.233333333333333,-0.153027630805409,0.28994708994709,0.442974720752499,-0.608784176847004,0.409369527145359,-0.457919955626414,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","hiloc",1,0.353262652465207,0.703378560975473,-0.033060300158641,-0.171870180931796,1
"454","2018-09-10 06:56:50","2018-09-10 07:04:16","0","172.98.188.54",100,446,"1","2018-09-10 07:04:16","R_tS2ps9f9nNka1dD","","","","","37.33869934082","-121.89140319824","anonymous","EN","","1",5,6,5,4,5,6,5,4,5,5,6,5,4,5,6,6,5,6,5,4,5,6,5,5,6,6,5,4,5,5,"3.31","35.544","36.401","31",4,3,3,4,3,4,4,4,5,4,3,"2.178","32.067","34.128","13","1","0","0","5.011","0","0","0","4.287","0","30","6.66","24.92","35.24","3","","","","","","46","2.064","24.646","26.681","3",4,3,2,"1",NA,NA,NA,NA,NA,"Bit coin invested clear many times but not clear study about bitcoin","female","",33,"english","","black","","8","","1","doctorate","$40K-$70K","0","","CF Loss","913309620",46,26.681,3,2.4,2.83333333333333,4.41666666666667,4.5,3,2,2,2,2,1,3,1,2,2,3,2,0.3,1.36666666666667,3.17424242424242,1.36363636363636,-0.433333333333334,-0.353027630805409,-0.91005291005291,-0.557025279247501,0.557882489819663,0.159369527145359,-1.5168598530125,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",1,-1.10878058802948,-0.884474036528547,-0.147495234998605,-0.396496518054335,1
"455","2018-09-10 06:47:32","2018-09-10 07:04:19","0","75.86.25.24",100,1006,"1","2018-09-10 07:04:20","R_1dLaCMcjBwpMpBK","","","","","43.046401977539","-87.966903686523","anonymous","EN","","1",4,2,4,5,3,6,3,3,2,1,5,1,5,6,2,4,4,2,5,6,3,5,2,4,5,2,3,5,3,5,"2.824","511.106","513.366","34",2,3,4,4,3,3,5,2,2,4,2,"10.03","182.495","183.7","14","1","0","0","26.295","0","0","0","9.371","0","30","2.721","24.91","25.694","8","75","32.134","33.625","34.519","2","","","","","",5,5,4,"0",4,4,5,3,4,"interesting and easy, thanks","female","",31,"english","","white","","103","","0","graddegree","$70K-$100K","0","","Control","371244973",75,34.519,2,3,4.16666666666667,4.5,3.66666666666667,3,2,3,4,4,4,4,5,6,4,2,3,0.5,0.166666666666667,2.09090909090909,0.96969696969697,-1.16666666666667,-1.08636096413874,-0.31005291005291,0.776308054085832,0.641215823152996,-0.673963806187974,0.601019941759668,0.988053260346834,1.15276595104036,1.19029059499411,0.0791706173192649,0.925322433814912,"loprev","hiprom","hiass","loloc",0,-0.377758967782138,1.23266276014348,0.682158042591135,-1.22012642083698,-1
"456","2018-09-10 06:58:50","2018-09-10 07:04:19","0","172.98.190.18",100,329,"1","2018-09-10 07:04:20","R_wLxCHOumpncDc9r","","","","","42.328399658203","-83.055397033691","anonymous","EN","","1",4,5,5,6,5,6,5,5,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,5,5,5,5,6,5,"2.012","96.561","98.324","35",4,4,5,4,4,4,4,5,4,4,4,"2.001","37.524","40.269","11","1","0","0","7.556","0","1.89","4.687","6.767","7","30","6.969","21.687","22.667","8","85","3.553","3.553","7.408","1","","","","","",4,4,3,"1",NA,NA,NA,NA,NA,"the survey is best ","male","",35,"english","","black","","74","","0","graddegree","$40K-$70K","1","1","Control","953000365",85,7.408,1,2.2,3.16666666666667,4.41666666666667,4.66666666666667,2,2,2,1,2,2,2,2,1,2,2,2,1.2,1.76666666666667,2.99242424242424,1.87878787878788,-0.966666666666666,-0.886360964138742,-1.11005291005291,-0.223691945914168,0.557882489819663,0.326036193812026,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",0,-1.35245446144526,-0.355189837360541,0.968245379691045,-0.995500083714438,-1
