"","StartDate","EndDate","Progress","Durationinseconds","Finished","ResponseId","UserLanguage","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE","countryCode","countryName","asn","isp","block","hostname","block12","block.d"
"454","2018-09-10 06:56:35","2018-09-10 07:07:17",100,641,"1","R_1dAGnMmXaBmqdsx","EN","1",3,3,3,4,4,4,3,3,3,5,3,2,2,3,3,3,3,3,2,4,3,3,4,4,4,3,3,3,3,2,"23.955","150.463","150.896","100",3,2,3,3,4,2,3,2,2,3,2,"0.392","45.085","46.053","48","1","1.114","49.368","50.26","18","1.187","13.91","20.733","3","30","0.994","39.343","39.836","19","40","0.861","18.238","21.745","16","","","","","",4,4,3,"0",1,1,3,1,1,"None.","female","",47,"english","","white","","90","","0","highschool","$70K-$100K","0","","Control",40,21.745,16,3.8,3.33333333333333,3.08333333333333,3.41666666666667,4,3,4,4,3,4,4,4,2,4,5,3,0.2,0.266666666666667,0.628787878787879,0.446969696969697,0.466666666666666,0.546972369194591,0.48994708994709,-0.0570252792475014,-0.775450843513671,-0.923963806187974,-0.457919955626414,-1.32729901497236,-1.1132306566906,-0.385221319834458,-1.39868090597368,-1.28449364167728,"hiprev","loprom","loass","loloc",0,0.596936525880988,-0.0905477377765371,-0.319147637258551,0.61432199899709,-1,"US","United States","701","UUNET",0,"96.227.254.137",0,0
"455","2018-09-10 07:03:39","2018-09-10 07:06:19",100,159,"1","R_2eW3uHfzJobb6vW","EN","1",4,2,5,3,5,4,3,4,5,3,5,3,4,3,4,5,5,3,4,4,5,3,5,2,4,5,4,3,4,3,"0.582","24.152","25.22","31",4,4,4,4,3,4,4,4,3,4,4,"1.713","16.8","18.198","11","1","1.671","1.671","1.899","1","0","0","1.565","0","30","8.904","8.904","9.922","1","","","","","","0","3.004","11.646","13.325","4",4,4,4,"0",4,4,4,4,4,"","male","",33,"english","","white","","73","","0","graddegree","$70K-$100K","0","","CF Loss",0,13.325,4,2.2,3.16666666666667,3.91666666666667,4.16666666666667,2,2,2,2,2,3,2,5,4,3,3,5,0.2,0.966666666666667,0.628787878787879,0.696969696969697,-0.966666666666666,-0.886360964138742,-1.11005291005291,-0.223691945914168,0.0578824898196624,-0.173963806187974,0.601019941759668,0.988053260346834,1.15276595104036,0.402534637579827,0.818096378965737,0.925322433814912,"loprev","loprom","loass","loloc",1,-1.35245446144526,-0.355189837360541,-1.46349698565819,-0.995500083714438,1,"US","United States","701","UUNET",0,"96.236.117.13",0,0
"456","2018-09-10 06:46:12","2018-09-10 06:58:31",100,738,"1","R_OvfqukwiqMh8LKN","EN","1",5,1,4,6,5,5,5,4,6,4,4,1,5,6,4,5,2,2,5,5,5,4,5,1,5,5,1,6,5,5,"8.895","172.303","173.392","33",3,5,5,4,3,4,3,5,3,4,5,"8.515","97.329","98.777","13","1","0","0","65.6","0","0","0","31.824","0","30","18.058","40.182","45.576","5","0","22.371","23.862","26.965","2","","","","","",5,5,2,"0",1,1,2,1,1,"Thank you.","male","",34,"english","","white","","83","","0","graddegree","$100K-$250K","0","","Control",0,26.965,2,1.8,3.16666666666667,4.83333333333333,4.83333333333333,1,2,2,1,3,3,1,6,3,6,2,6,0.7,1.76666666666667,0.878787878787879,1.24242424242424,-1.36666666666667,-1.28636096413874,-1.51005291005291,-0.223691945914168,0.974549156486329,0.492702860478692,-1.5168598530125,-1.32729901497236,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","loprom","hiass","hiloc",0,-1.83980220827683,-0.355189837360541,-1.46349698565819,-1.44475275795952,-1,"US","United States","701","UUNET",0,"96.245.251.218",0,0
"457","2018-09-10 07:08:50","2018-09-10 07:12:20",100,209,"1","R_AHxfT6dJAeMUQ6t","EN","1",3,1,2,5,4,4,5,4,6,3,4,1,5,1,5,4,1,1,4,4,3,4,1,5,3,1,1,4,4,5,"2.63","58.683","59.658","37",3,3,3,3,4,3,3,3,4,2,3,"2.13","22.462","24.106","12","1","0","0","24.57","0","0","0","12.429","0","30","7.246","10.084","11.147","2","100","6.137","6.137","8.758","1","","","","","",5,5,4,"1",NA,NA,NA,NA,NA,"","male","",26,"english","","white","","90","","0","bachelors","$70K-$100K","0","","Control",100,8.758,1,3.2,2.66666666666667,4.75,3.33333333333333,3,3,3,3,3,2,3,6,4,6,2,2,0.2,0.266666666666667,0.75,0.96969696969697,0.533333333333334,0.613639035861258,-0.11005291005291,-0.723691945914168,0.891215823152996,-1.00729713952131,0.601019941759668,NA,NA,NA,NA,NA,"loprev","loprom","hiass","loloc",0,-0.134085094366356,-1.14911613611255,1.39737638534091,0.689197444704604,-1,"US","United States","701","UUNET",0,"96.249.154.13",0,0
"458","2018-09-10 06:57:37","2018-09-10 07:13:21",100,943,"1","R_1EYC0InlDd3TLYt","EN","1",5,2,3,6,6,6,6,6,5,1,4,1,5,2,5,6,1,3,3,5,4,2,6,1,6,1,2,6,6,5,"8.702","209.499","211.415","33",2,2,4,2,4,2,4,3,3,4,1,"15.25","124.976","127.422","11","1","0","0","43.513","0","0","0","72.957","0","30","46.766","51.129","52.629","3","","","","","","50","36.929","39.325","41.033","2",5,5,4,"0",3,3,3,3,3,"thank you","female","",51,"english","","white","","74","","0","bachelors","$70K-$100K","0","","CF Loss",50,41.033,2,3.8,4,4.75,5.16666666666667,4,4,4,3,4,3,5,5,6,5,2,6,0.2,0.4,1.47727272727273,1.96969696969697,-0.2,-0.119694297472075,0.48994708994709,0.609641387419165,0.891215823152996,0.826036193812026,0.601019941759668,0.216269168573771,0.397433748463374,-0.385221319834458,0.0791706173192649,0.188717075317515,"hiprev","hiprom","hiass","hiloc",1,0.596936525880988,0.968020660559476,-0.033060300158641,-0.134432458078039,1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"96.36.9.9",0,0
"459","2018-09-10 06:50:02","2018-09-10 06:54:29",100,266,"1","R_Wrl5NuWrXi6yZJT","EN","1",5,3,4,4,3,3,4,3,1,1,1,5,4,6,4,4,4,6,4,4,5,4,4,3,4,3,3,3,4,4,"5.491","46.507","49.174","31",2,1,2,1,5,1,3,3,3,3,3,"6.935","48.703","49.748","12","1","0","0","1.931","0","0","0","20.124","0","30","9.915","12.105","12.55","2","0","6.671","6.671","7.696","1","","","","","",5,5,3,"0",1,1,1,1,1,"THANKS","female","",33,"english","","white","","12","","0","graddegree","$40K-$70K","0","","Control",0,7.696,1,4.6,3,3.58333333333333,3.83333333333333,5,5,5,3,4,3,3,4,6,4,3,4,0.8,0.4,1.90151515151515,0.515151515151515,1.6,1.68030570252792,1.28994708994709,-0.390358612580835,-0.275450843513671,-0.507297139521307,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","loprom","loass","loloc",0,1.57163201954411,-0.619831936944544,-1.46349698565819,1.88720457602481,-1,"US","United States","33363","BHN-TAMPA",0,"96.58.16.190",0,0
"460","2018-09-10 06:46:20","2018-09-10 06:55:42",100,561,"1","R_3EXy3LExnu4f51W","EN","1",5,2,3,4,5,1,2,3,3,5,4,1,6,6,6,6,1,3,6,6,2,2,1,3,6,1,1,3,4,1,"3.728","138.196","140.085","44",1,3,1,5,3,3,5,5,3,1,5,"7.286","73.953","76.765","22","1","5.018","5.018","6.443","1","2.221","2.221","18.082","1","30","13.653","52.087","54.174","4","0","17.965","20.967","23.21","2","","","","","",5,5,3,"0",1,1,1,1,1,"","male","",39,"english","","white","","66","","0","graddegree","$10K-$20K","0","","Control",0,23.21,2,2.2,2.66666666666667,3.66666666666667,3.83333333333333,3,1,3,1,5,3,1,5,2,6,1,4,1.2,3.86666666666667,4.24242424242424,2.33333333333333,-0.466666666666666,-0.386360964138742,-1.11005291005291,-0.723691945914168,-0.192117510180338,-0.507297139521307,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",0,-1.35245446144526,-1.14911613611255,-1.46349698565819,-0.433934240908091,-1,"US","United States","7922","COMCAST-7922",0,"96.68.207.243",0,0
"461","2018-09-10 06:47:10","2018-09-10 06:53:59",100,408,"1","R_29W0yuYIS9wZR0l","EN","1",4,1,6,6,4,5,1,4,6,6,6,1,1,3,6,5,1,1,6,6,5,3,3,1,6,2,1,4,4,4,"2.001","116.018","116.772","34",3,1,3,1,5,1,2,1,5,3,3,"4.413","47.963","49.038","12","1","0","0","17.398","0","0","0","12.637","0","30","6.503","15.905","20.076","2","","","","","","0","13.04","13.04","18.428","1",5,3,3,"0",1,1,1,1,1,"","female","",36,"english","","white","","75","","0","somecollege","$70K-$100K","0","","CF Loss",0,18.428,1,5,2.5,4.66666666666667,5,5,5,5,5,3,1,3,6,1,6,6,6,0,0.7,3.87878787878788,0.909090909090909,2.5,2.58030570252792,1.68994708994709,-0.890358612580835,0.807882489819663,0.659369527145359,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","loprom","hiass","hiloc",1,2.05897976637568,-1.41375823569655,-1.46349698565819,2.89802309307624,1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"97.116.6.200",0,0
"462","2018-09-10 07:02:54","2018-09-10 07:12:01",100,546,"1","R_2Yt6lY9L9RcaeLS","EN","1",5,3,3,5,5,5,5,5,2,4,4,2,3,3,3,5,5,4,2,2,4,3,2,2,5,3,4,5,5,2,"4.373","148.498","150.378","51",4,1,5,1,4,1,5,1,1,5,1,"3.832","58.488","59.887","30","1","22.457","22.457","28.347","1","3.109","10.134","14.424","9","30","4.895","19.209","20.39","3","100","3.973","8.979","10.036","5","","","","","",5,5,3,"0",1,1,5,4,4,"For low amounts of money, i go all in","female","",34,"english","","black","","100","","0","doctorate","$100K-$250K","0","","Control",100,10.036,5,4.8,4.5,3.16666666666667,4.66666666666667,5,5,5,5,2,5,5,4,3,3,4,5,0.2,1.5,1.24242424242424,0.424242424242424,0.3,0.380305702527925,1.48994708994709,1.10964138741917,-0.692117510180338,0.326036193812026,-0.457919955626414,-1.32729901497236,-1.1132306566906,1.19029059499411,0.818096378965737,0.925322433814912,"hiprev","hiprom","loass","hiloc",0,1.8153058929599,1.76194695931149,1.39737638534091,0.427133384728308,-1,"US","United States","6621","HNS-DIRECPC",0,"97.73.80.241",0,0
"463","2018-09-10 06:54:53","2018-09-10 07:01:10",100,377,"1","R_21FzXeNI22r6fQD","EN","1",6,1,3,6,3,5,4,4,1,3,6,1,1,4,6,6,2,2,5,6,6,3,4,4,5,1,1,4,3,4,"4.382","125.468","126.262","45",4,1,4,1,5,2,5,2,5,2,1,"5.342","48.932","53.722","17","1","0","0","17.714","0","0","0","18.211","0","30","17.195","17.195","18.216","1","100","16.498","16.498","17.517","1","","","","","",5,4,3,"0",5,4,5,5,5,"","female","",26,"english","","white","","103","","0","associates","$20K-$40K","0","","Control",100,17.517,1,4.6,3.16666666666667,4.66666666666667,4.58333333333333,5,5,4,4,2,1,5,6,4,6,6,3,0.3,2.96666666666667,2.42424242424242,1.90151515151515,1.43333333333333,1.51363903586126,1.28994708994709,-0.223691945914168,0.807882489819663,0.242702860478692,-0.457919955626414,1.7598373521199,1.15276595104036,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","loprom","hiass","hiloc",0,1.57163201954411,-0.355189837360541,1.39737638534091,1.70001596175603,-1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"97.83.234.202",0,0
"464","2018-09-10 06:45:55","2018-09-10 06:59:37",100,822,"1","R_V3vbQFSIkYG7iOl","EN","1",4,1,1,6,4,6,4,2,6,1,6,1,6,6,6,5,2,2,5,6,3,3,2,6,5,2,1,4,2,5,"13.352","208.498","215.743","30",3,1,4,4,5,3,1,1,4,1,2,"12.502","102.923","106.41","11","1","0","0","33.987","0","0","0","25.085","0","30","34.435","40.224","43.997","2","","","","","","100","60.65","60.65","66.441","1",5,5,5,"0",3,3,3,2,2,"","female","",39,"english","","white","","74","","0","associates","$70K-$100K","0","","CF Loss",100,66.441,1,4,2.5,5.41666666666667,3.16666666666667,5,2,3,5,3,2,4,6,6,6,1,1,2,1.9,0.992424242424242,3.06060606060606,1.5,1.58030570252792,0.68994708994709,-0.890358612580835,1.55788248981966,-1.17396380618797,1.65995983914575,0.216269168573771,0.397433748463374,-0.385221319834458,-0.659755144327207,-0.547888283179883,"hiprev","loprom","hiass","loloc",1,0.84061039929677,-1.41375823569655,1.39737638534091,1.77489140746354,1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"97.95.92.139",0,0
"465","2018-09-10 06:45:59","2018-09-10 06:56:27",100,627,"1","R_1dKQpEOHEWXAPMR","EN","1",5,3,2,5,3,5,3,5,6,3,4,5,4,5,5,4,3,5,2,5,3,5,4,4,5,3,5,6,5,4,"5.134","150.354","151.521","32",3,3,2,4,3,4,4,5,3,3,3,"4.399","90.365","92.382","11","1","0","0","9.964","0","0","0","14.247","0","30","15.571","37.902","41.948","4","","","","","","0","11.675","11.675","22.854","1",2,4,3,"0",3,2,1,2,2,"Thank you","female","",71,"english","","white","","69","","0","somecollege","$40K-$70K","0","","CF Loss",0,22.854,1,2.2,3,4.08333333333333,4.08333333333333,3,2,2,1,3,3,3,4,4,2,3,3,0.7,0.4,1.53787878787879,1.53787878787879,-0.8,-0.719694297472075,-1.11005291005291,-0.390358612580835,0.224549156486329,-0.257297139521308,-0.457919955626414,0.216269168573771,-0.357898454113614,-1.96073323466303,-0.659755144327207,-0.547888283179883,"loprev","loprom","hiass","loloc",1,-1.35245446144526,-0.619831936944544,-1.46349698565819,-0.808311469445656,1,"US","United States","7029","WINDSTREAM",0,"98.19.168.179",0,0
"467","2018-09-10 07:32:17","2018-09-10 07:35:37",100,200,"1","R_2dSYTFwm717ftMM","EN","1",4,1,2,5,5,5,4,3,6,3,5,1,5,1,6,4,1,2,4,6,3,4,1,5,4,1,1,3,2,4,"3.75","47.285","47.694","34",3,2,3,3,4,2,3,3,3,3,4,"2.041","18.017","18.722","11","1","2.343","9.35","19.189","7","3.577","3.772","9.468","2","30","11.251","11.251","12.12","1","","","","","","50","9.909","9.909","10.69","1",5,5,4,"0",4,3,4,3,3,"","female","",24,"english","","white","","74","","0","graddegree","$70K-$100K","0","","CF Loss",50,10.69,1,3.6,2.83333333333333,5,3.25,4,3,4,3,3,3,2,6,4,6,2,2,0.3,0.166666666666667,0.909090909090909,1.29545454545455,0.766666666666667,0.846972369194591,0.28994708994709,-0.557025279247501,1.141215823153,-1.09063047285464,0.601019941759668,0.988053260346834,0.397433748463374,0.402534637579827,0.0791706173192649,0.188717075317515,"hiprev","loprom","hiass","loloc",1,0.353262652465207,-0.884474036528547,-0.033060300158641,0.951261504680899,1,"US","United States","7922","COMCAST-7922",0,"98.209.27.109",0,0
"468","2018-09-10 06:46:02","2018-09-10 06:58:49",100,766,"1","R_2rZu1yk5oFxi5Fa","EN","1",4,3,2,4,3,2,5,4,2,3,5,2,5,1,3,4,3,3,4,4,3,4,3,5,4,1,2,3,3,4,"5.52","115.248","116.199","35",3,1,2,1,4,2,4,2,3,3,4,"9.903","55.511","56.504","12","1","0","0","84.746","0","0","0","20.136","0","30","19.321","19.321","20.183","1","","","","","","100","19.173","19.173","20.305","1",5,4,3,"0",4,2,5,5,4,"","male","",41,"english","","white","","65","","0","graddegree","$100K-$250K","0","","CF Loss",100,20.305,1,4.4,2.83333333333333,3.83333333333333,3.16666666666667,5,5,4,4,3,3,2,4,4,5,2,2,0.3,0.566666666666667,1.06060606060606,0.696969696969697,1.56666666666667,1.64697236919459,1.08994708994709,-0.557025279247501,-0.0254508435136707,-1.17396380618797,-0.457919955626414,0.988053260346834,-0.357898454113614,1.19029059499411,1.55702214061221,0.925322433814912,"hiprev","loprom","loass","loloc",1,1.32795814612833,-0.884474036528547,1.39737638534091,1.84976685317106,1,"US","United States","7922","COMCAST-7922",0,"98.212.85.185",0,0
"469","2018-09-10 06:58:43","2018-09-10 07:03:30",100,287,"1","R_4MgiEg8ESdZzYAx","EN","1",2,1,2,6,1,4,4,5,5,5,5,1,6,1,5,4,2,2,5,5,1,1,1,5,5,2,1,5,5,4,"1.635","88.591","89.328","35",4,4,3,3,3,3,2,4,3,1,4,"24.259","49.601","50.621","15","1","19.154","21.446","24.257","3","17.857","17.857","22.323","1","30","1.892","6.212","6.913","2","0","5.891","5.891","9.064","1","","","","","",5,5,3,"0",5,5,5,5,5,"","male","",29,"english","","white","","65","","0","somecollege","$20K-$40K","0","","Control",0,9.064,1,2.6,2.16666666666667,4.33333333333333,3.25,2,3,3,2,2,3,2,6,2,6,1,2,0.3,0.566666666666667,2.24242424242424,3.65909090909091,0.433333333333334,0.513639035861258,-0.71005291005291,-1.22369194591417,0.474549156486329,-1.09063047285464,-0.457919955626414,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","loprom","hiass","loloc",0,-0.865106714613701,-1.94304243486456,-1.46349698565819,0.576884276143334,-1,"US","United States","7922","COMCAST-7922",0,"98.213.21.48",0,0
"470","2018-09-10 07:05:14","2018-09-10 07:13:49",100,514,"1","R_3FXMdNNA8y1nOkj","EN","1",4,1,1,5,5,4,1,1,5,5,4,1,4,1,6,5,1,5,1,6,6,1,1,6,4,1,1,5,1,1,"5.063","189.911","191.13","36",5,2,4,2,4,2,1,1,5,1,2,"5.888","38.34","40.296","12","1","0","0","26.935","0","0","0","17.799","0","30","14.546","14.546","16.645","1","100","26.495","27.127","27.681","2","","","","","",5,5,4,"0",5,5,5,5,4,"","male","",44,"english","","white","","65","","0","somecollege","$70K-$100K","0","","Control",100,27.681,2,4.2,2,3.58333333333333,3.41666666666667,4,4,4,5,1,1,4,6,2,6,3,1,0.2,2.4,4.99242424242424,3.71969696969697,2.2,2.28030570252792,0.88994708994709,-1.39035861258083,-0.275450843513671,-0.923963806187974,0.601019941759668,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,0.925322433814912,"hiprev","loprom","loass","loloc",0,1.08428427271255,-2.20768453444856,1.39737638534091,2.56108358739243,-1,"US","United States","7922","COMCAST-7922",0,"98.214.237.154",0,0
"471","2018-09-10 07:26:05","2018-09-10 07:34:30",100,504,"1","R_2wo5PbR7VbB6oTS","EN","1",3,2,1,6,4,3,3,2,5,4,5,1,6,1,6,5,1,1,6,6,2,5,1,5,3,2,2,3,1,5,"6.657","139.946","140.971","34",3,5,2,5,1,5,5,5,5,1,3,"7.661","49.235","50.741","21","1","1.492","1.492","27.331","1","2.021","2.021","15.055","1","30","9.037","27.081","28.787","7","100","1.473","14.518","15.921","2","","","","","",5,5,3,"0",5,5,5,3,5,"","female","",35,"english","","white","","65","","0","graddegree","$100K-$250K","0","","Control",100,15.921,2,1,2.5,4.75,2.75,1,1,1,1,3,1,3,5,3,5,1,2,0,2.3,1.29545454545455,2.56818181818182,-1.5,-1.41969429747208,-2.31005291005291,-0.890358612580835,0.891215823152996,-1.59063047285464,-0.457919955626414,1.7598373521199,1.90809815361735,1.19029059499411,0.0791706173192649,1.66192779231231,"loprev","loprom","hiass","loloc",0,-2.81449770193995,-1.41375823569655,1.39737638534091,-1.59450364937454,-1,"US","United States","7922","COMCAST-7922",0,"98.223.41.72",0,0
"472","2018-09-10 06:45:20","2018-09-10 07:03:21",100,1080,"1","R_2EhtOuWihAnS4c9","EN","1",6,2,5,5,6,5,4,5,6,2,3,1,2,5,5,6,5,2,5,6,5,4,2,1,5,2,1,6,4,5,"3.039","403.663","404.517","33",2,1,3,2,4,3,5,1,4,4,1,"34.978","140.868","142.942","11","1","0","0","56.297","0","0","0","45.477","0","30","28.221","28.221","29.192","1","","","","","","100","10.817","10.817","11.458","1",4,5,5,"0",1,1,1,1,1,"","male","",33,"english","","white","","65","","0","graddegree","$40K-$70K","0","","CF Loss",100,11.458,1,4.2,3.83333333333333,4.91666666666667,5.33333333333333,5,4,3,5,4,2,5,5,5,6,5,6,0.7,1.36666666666667,0.810606060606061,0.424242424242424,0.366666666666667,0.446972369194591,0.88994708994709,0.442974720752499,1.05788248981966,0.992702860478692,1.65995983914575,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",1,1.08428427271255,0.703378560975473,1.39737638534091,0.502008830435821,1,"US","United States","7922","COMCAST-7922",0,"98.228.214.29",0,0
"473","2018-09-10 06:48:20","2018-09-10 06:52:16",100,235,"1","R_0jpcoM9IMcpeRAR","EN","1",3,2,4,4,5,3,1,4,4,5,4,1,5,6,5,3,2,2,4,4,3,2,1,6,3,3,2,4,4,3,"4.736","70.549","71.167","34",5,3,3,4,4,3,3,4,5,3,4,"6.645","25.275","26.17","12","1","13.413","13.413","17.069","1","0","0","11.62","0","30","7.519","7.519","8.183","1","10","10.413","10.413","11.599","1","","","","","",5,5,3,"0",1,1,2,1,1,"","male","",46,"english","","white","","90","","0","somecollege","$40K-$70K","0","","Control",10,11.599,1,2.8,2.16666666666667,3.5,3.33333333333333,3,2,3,2,1,1,2,5,2,5,2,1,0.7,0.966666666666667,1.72727272727273,1.15151515151515,0.633333333333333,0.713639035861258,-0.51005291005291,-1.22369194591417,-0.358784176847004,-1.00729713952131,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",0,-0.621432841197919,-1.94304243486456,-1.17740964855828,0.801510613265873,-1,"US","United States","7922","COMCAST-7922",0,"98.235.134.55",0,0
"474","2018-09-10 06:46:37","2018-09-10 06:57:00",100,623,"1","R_2AEFLwrx1TXTNd1","EN","1",5,1,2,5,4,3,3,4,3,5,3,1,2,2,3,4,2,4,3,5,3,2,1,2,5,2,2,4,4,2,"9.112","187.631","188.376","38",3,3,4,5,2,5,3,3,2,4,2,"41.338","88.282","89.733","13","1","15.707","17.546","18.648","3","0","0","25.928","0","30","43.053","43.053","45.457","1","","","","","","100","8.929","8.929","16.057","1",5,4,4,"0",3,2,3,2,2,"","male","",31,"english","","white","","58","","1","associates","$40K-$70K","0","","CF Loss",100,16.057,1,2,3.66666666666667,3.33333333333333,4.16666666666667,3,1,1,3,3,4,4,6,2,5,5,5,1,0.266666666666667,1.6969696969697,0.878787878787879,-1.66666666666667,-1.58636096413874,-1.31005291005291,0.276308054085832,-0.525450843513671,-0.173963806187974,0.601019941759668,0.216269168573771,-0.357898454113614,-0.385221319834458,-0.659755144327207,-0.547888283179883,"loprev","hiprom","loass","loloc",1,-1.59612833486105,0.438736461391469,1.39737638534091,-1.78169226364332,1,"US","United States","7922","COMCAST-7922",0,"98.245.66.27",0,0
"475","2018-09-10 06:47:07","2018-09-10 06:53:21",100,374,"1","R_2X0uXffSAgwxemT","EN","1",5,3,4,6,4,4,2,4,2,3,5,1,3,2,5,5,4,2,5,6,4,2,3,3,4,1,3,6,4,1,"6.044","90.027","90.96","31",2,1,5,3,4,2,5,1,1,5,1,"5.806","44.308","45.459","12","1","0","0","23.212","0","0","0","17.542","0","30","18.656","18.656","19.822","1","0","11.954","11.954","14.703","1","","","","","",5,5,3,"0",1,1,1,1,1,"","male","",36,"english","","white","","8","","0","graddegree","$40K-$70K","0","","Control",0,14.703,1,4.2,4.83333333333333,3.66666666666667,4.5,5,3,4,5,4,5,5,4,4,4,4,4,0.7,0.166666666666667,2.42424242424242,0.636363636363636,-0.633333333333333,-0.553027630805408,0.88994708994709,1.4429747207525,-0.192117510180338,0.159369527145359,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","loass","hiloc",0,1.08428427271255,2.29123115847949,-1.46349698565819,-0.621122855176873,-1,"US","United States","7922","COMCAST-7922",0,"98.255.239.86",0,0
"476","2018-09-10 06:45:32","2018-09-10 06:48:01",100,149,"1","R_3DqCzwvkEiDyENt","EN","1",5,4,5,5,4,5,5,6,5,5,5,2,4,5,6,5,5,3,4,5,5,4,5,1,5,5,4,5,5,5,"1.694","35.776","39.104","39",4,4,4,2,5,1,3,2,2,4,2,"2.987","25.099","26.914","12","1","0","0","2.993","0","0","0","1.6","0","30","7.999","7.999","8.901","1","1","5.108","5.108","6.452","1","","","","","",5,5,2,"1",NA,NA,NA,NA,NA,"none","male","",31,"english","","white","","93","","0","graddegree","$70K-$100K","0","","Control",1,6.452,1,4,3.5,4.33333333333333,4.91666666666667,2,4,5,4,2,4,4,3,2,3,3,6,1.5,0.7,1.33333333333333,0.628787878787879,0.5,0.580305702527925,0.68994708994709,0.109641387419165,0.474549156486329,0.576036193812026,-1.5168598530125,NA,NA,NA,NA,NA,"hiprev","hiprom","hiass","hiloc",0,0.84061039929677,0.174094361807466,-1.4348882519482,0.651759721850847,-1,"US","United States","7018","ATT-INTERNET4",0,"99.184.97.184",0,0
